,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
1076,GC & RH,UK,CC,Education ,,2,,1,,,,,,,Y,Y,x,,,,x,,,,,,,,,,,,x,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves; Air or sea temperature change; Changes in Rainfall runoff. These are stressors on Offshore fishery resources - which incl. whitefish, pelagic and shellfish capture fisheries- and can cause (i) alterations in species phenology, (ii) impacts on choke species, (iii) changes to growth rate of target species, (iv) changes to the distribution of the target species, (v) changes to year-class strength, (vi) migration patterns to target species. 

The medium-term anticipatory adaptation response is to develop a more robust, strategic fisheries knowledge base that channels relevant data and information to support decisions/ actions in real time. This includes Strategic fisheries science: a vision for better more strategic fishery science that avoids ""fire fighting"" and takes a long term view that ensures traditional fisheries science interfaces with other research areas e.g., climate change as well as other stakeholders such as government and industry",5,,,,,
1077,GC & RH,UK,CC,Education,,2,,1,,,,,,,Y,Y,x,,,,x,,,,,,,,,,,,x,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves; Air or sea temperature change; Changes in Rainfall runoff. These are stressors on Offshore fishery resources - which incl. whitefish, pelagic and shellfish capture fisheries- and can cause (i) alterations in species phenology, (ii) impacts on choke species, (iii) changes to growth rate of target species, (iv) changes to the distribution of the target species, (v) changes to year-class strength, (vi) migration patterns to target species. 

The medium-term anticipatory adaptation response is to develop a more robust, strategic fisheries knowledge base that channels relevant data and information to support decisions/ actions in real time. This includes Industry as a knowledge source. Industry is integrate into the scientific process, both as a source of data and as a valuable source of ""on the ground"" knowledge (e.g., on the current state of the fish stocks of siathe and haddock).

Note: ""cope"" has been added here as ""type"", rational behind this was education helps cope with the stressor through understanding the source of the problem, and co-sharing/co-developing solutions to mitigate the stressors impacts",4,,,,,
1078,GC & RH,UK,CC,Review program/regulations,,2,,1,,,,,,,N,N,x,,,,x,,,,,,,,,,,,x,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves; Air or sea temperature change; Changes in Rainfall runoff. These are stressors on Offshore fishery resources - which incl. whitefish, pelagic and shellfish capture fisheries- and can cause (i) alterations in species phenology, (ii) impacts on choke species, (iii) changes to growth rate of target species, (iv) changes to the distribution of the target species, (v) changes to year-class strength, (vi) migration patterns to target species. 

The short-term anticipatory adaptation response is review the outcomes of domestic quota market operation. The market system of allocating quota within the UK should be reviewed to ensure it is fair, flexible and adaptive to the impacts of climate change. A fair market should be balanced with any market failure addressed that might otherwise aggravate seasonal shifts in the relative abundance and distribution of stocks. Any changes to the fleet would have knock-on effects from port infrastructure that would need to be considered, which itself is affected by Climate Change. 
",4,,,,,
1079,GC & RH,UK,CC,Review program/regulations,,2,,1,,,,,,,N,N,x,,,,x,,,,,,x,,,,,x,x,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves; Air or sea temperature change; Changes in Rainfall runoff. These are stressors on Offshore fishery resources - which incl. whitefish, pelagic and shellfish capture fisheries- and can cause (i) alterations in species phenology, (ii) impacts on choke species, (iii) changes to growth rate of target species, (iv) changes to the distribution of the target species, (v) changes to year-class strength, (vi) migration patterns to target species. 

The long-term anticipatory adaptation response is review the management (governance) arrangements for all species. Management arrangement of species inside the TAC system and out with the TAC system (e.g., bass, tigger fish, sea bream, red mullet, squid etc.) should be reviewed to consider tow they can better reflect changed circumstances in relation to Climate Change. It is recognised that not all parts of the industry feel this is a priority adaptation response. It is also recognised that, although such a fundamental issue demands a long term horizon, external circumstances may raise this as a priority response to be activated in the short to medium term. 

Both ""Cope"" and ""Reduced Sensitivity"" was used here, as this is a mechanism to cope with the full effects of climate change, and in doing such a governance review as suggested above would reduce the sensitivity of the Climate Change stressor by focusing on those TAC species that would provide opportunity under Climate Change rather than continuing to deplete the stocks of those most impacted by Climate Change.
",4,,,,,
1080,GC & RH,UK,CC,Review program/regulations,,,,1,,,,,,,Y,Y,,,x,,,,x,,,,,x,,,,x,,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves, which impact on offshore fisheries operations, such as staff physical working condones, gear deployment and operations, and the damage caused to fleets.

The current adaptation responded that is underway is enhancing operational safety:

1: Raised decks and moving gear, pump and crew operations to the stern to enhance safety.

2: Personal Floatation Device, initiative to improve ""man overboard situations"". 

3: Safety at Sea training for Fisherman 

Note: business here refers to the fishing industry in general 
Note confidence low for this row, as i was unsure where "" enhancing safety operations"" should be placed in the defined examples. Tentatively, i have placed this as ""review programmes/regulations"". ",1,,,,,
1081,GC & RH,UK,CC,Research,,,,1,,,,,,,N,N,x,,,,,,,,,x,x,,,,,x,,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves, which impact on offshore fisheries operations, such as staff physical working condones, gear deployment and operations, and the damage caused to fleets.

The anticipatory short term response is to produce a watching brief on climate change and potential Reponses through (a) horizon scanning, (b) review of practices used for warmer water fisheries to informal any changes that may need to be required in domestic fisheries. ",5,,,,,
1082,GC & RH,UK,CC,Review program/regulations,,,,1,,,,,,,Y,N,x,,,,x,,,,,x,x,,,,,x,,,,"Garrett et al, 2015","Climate change stressor: Increased Storminess and Waves, which impact on offshore fisheries operations, such as staff physical working condones, gear deployment and operations, and the damage caused to fleets.

The anticipatory medium term response is to produce a review of fishing seasons in response to disruptions. Liaise with government to review whether fishing seasons fit with fishing opportunities should disruptions prove to be significant ",4,,,,,
1083,GC & RH,UK,CC,Adaptation programme,,,,1,,,,,,,N,Y,,,x,,,,x,,,,,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations- specifically port operations, such as damage to site infrastructure, boat damage in ports/harbours and the integrity of the electrical supply.

The adaptation responses currently underway are to build port residences through establishing port emergency iterating procedures. ports have their own operating procedures that include staff being on stand by/ storm watch, making sure moorings are secure and putting springs on vessels and limiting car parking on quayside.

Example used was ""adaptation programme"" rather than ""financial assistance"" as there was not text relating to where monies would come from for this emergency procedure rather it was up to the local authorities to ensure it was upregulated. ",3,,,,,
1084,GC & RH,UK,CC,Dynamic ocean management,,,,1,,,,,,,N,Y,,,x,,,,x,,,,,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations- specifically port operations, such as damage to site infrastructure, boat damage in ports/harbours and the integrity of the electrical supply.

The adaptation responses currently underway are to build port residences through introducing real time port closures as necessary. closed seasons on port operations. ",3,,,,,
1085,GC & RH,UK,CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",,,,1,,,,,,,Y,Y,,x,,,,x,x,,,,,,,,,,x,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations- specifically port operations 

The adaptation responses currently underway are to build port residences through providing emergency financial support for ports. State aid to repair (but not enhance) protection to small ports in England following storms",5,,,,,
1086,GC & RH,UK,CC,Education ,,,,1,,,,,,,N,Y,,x,,,x,,,,,,,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations- specifically port operations, such as damage to site infrastructure, boat damage in ports/harbours and the integrity of the electrical supply.

The adaptation responses currently underway are to build port residences through education. The Department of transport run resilience workshops and planning for ports in England. They also published the ""Transport resilience review"" a review of the resilience of the transport network to extreme weather events, incl. ports.",5,,,,,
1087,GC & RH,UK,CC,Review program/regulations,,,,1,,,,,,,N,N,x,,,,,,x,,,,x,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations- specifically port operations, such as damage to site infrastructure, boat damage in ports/harbours and the integrity of the electrical supply.

The short-term anticipatory adaptation response is improve port risk management through (a) using available DoT business planning templates for ports to check adaptation planning an identify gaps at individual port level, and (b) providing overview of site protection at ports.",5,,,,,
1088,GC & RH,UK,CC,Research,,,,1,,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations, specifically transport operations such as the disruption to ferry services.

The short-term anticipatory adaptation response is assess the vulnerability of freight ferries.Comission expert studies into the vulnerability of freight ferries to storminess and sea state change with recommendations for the industry to build resilience.",5,,,,,
1089,GC & RH,UK,CC,Market diversification,,,,1,,,,,,,Y,Y,,,x,,x,,,,,,,,,,,x,,,x,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations, specifically processor operations, such as damage to site infrastructure and damage to the electricity supply.

The current adaptation response is to develop markets for domestic caught seafood products. Seafood Scotland already exists to develop markets based on what is available from Scottish caught fish.",5,,,,,
1090,GC & RH,UK,CC,Market diversification,,,,1,,,,,,,Y,N,x,,,,x,,,,,,x,,,,,x,,,x,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations, specifically processor operations, such as damage to site infrastructure and damage to the electricity supply.

The immediate anticipatory adaptation responses are to develop marketing strategies for the rest of the UK (i.e., beyond Scotland). The presence at international fairs to encourage export markets to buy species of fish that are becoming more abundant in the UK waters",5,,,,,
1091,GC & RH,UK,CC,Market diversification,,,,1,,,,,,,Y,N,x,,,,x,,,,,,x,,,,,x,,,x,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations, specifically processor operations, such as damage to site infrastructure and damage to the electricity supply.

The short-term anticipatory adaptation responses is to develop specific seafood marketing organisations for England, Wales and Northern Ireland ",5,,,,,
1092,GC & RH,UK,CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",,,,1,,,,,,,N,N,x,,,,x,,x,,,,,,,,,x,,,,"Garrett et al, 2015","Climate change stressors. Increases storminess and waves; Sea level rise, extreme water levels; Changes in rainfall/run off, which impact on onshore operations, specifically processor operations, such as damage to site infrastructure and damage to the electricity supply.

The long-term anticipatory adaptation responses is to relocate processing sites inland. Moving operations inland would protect against flood risk, but would be dependent on the flexibility of local planning regulations. ",3,,,,,
1093,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Monitoring and surveillance of changes in productivity (plankton, fish stocks, benthos) ",4,,,,,
1094,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Detailed modelling and projections of carbon cycling - links to secondary production - fisheries biomass and stock abundance for national fishing capabilities. ",4,,,,,
1095,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Fund research into multispecies interactions (e.g., stomach analysis, modelling of prey switching etc.) and quantify vulnerability of key species. ",5,,,,,
1096,GC & RH,UK,CC,MPA's,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Introduce MPAs to protect particular ecosystem functions ",5,,,,,
1097,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Set lower exploitation limits/quotas if suspect the stock is vulnerable (reduce other stressors)",5,,,,,
1098,GC & RH,UK,CC,Review program/regulations,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature, stratification and runoff causing changes in carbon flow to pelagic and benthic ecosystems which supply and supports the productivity of fisheries (indirect impact). 

Adaptive anticipatory action: Redefine conservation objectives if it becomes untenable for a species to persist.",4,,,,,
1099,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Increased seawater temperature and earlier stratification causing changes in plankton communities, impact on fish recruitment (match-mismatch) & thus on fisheries. 

Adaptive anticipatory action: continued support for plankton surveillance (CPR surveys)",5,,,,,
1100,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-  Increased seawater temperature and earlier stratification causing changes in plankton communities, impact on fish recruitment (match-mismatch) & thus on fisheries.

Adaptive anticipatory action: Analysis of trends/changes in CPR datasets and concurrent trends in recruitment (develop better models)",5,,,,,
1101,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-  Increased seawater temperature and earlier stratification causing  changes in plankton communities, impact on fish recruitment (match-mismatch) & thus on fisheries.

Adaptive anticipatory action: Research into the diet and condition/survival of fish larvae ",5,,,,,
1102,GC & RH,UK,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-  Increased seawater temperature and earlier stratification causing changes in plankton communities, impact on fish recruitment (match-mismatch) & thus on fisheries. 

Adaptive anticipatory action: set lower exploitation limits/quotas if suspect the stock is vulnerable (reducing other stressors)",5,,,,,
1103,GC & RH,UK,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,x,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-  Increased seawater temperature and earlier stratification causing  changes in plankton communities, impact on fish recruitment (match-mismatch) & thus on fisheries. 

Adaptive anticipatory action: develop adaptive quotas that respond to variability in climate/food availability (forecasting)",5,,,,,
1104,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Changed ocean currents and temperature stratification impacting on the dispersal/survival of fish eggs and larvae of plankton- impact on fish recruitment and fisheries. 

Adaptive anticipatory action: Monitor trends in fish recruitment and plankton (via stick assessment and CPR surveys). ",5,,,,,
1105,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Changed ocean currents and temperature stratification impacting on the dispersal/survival of fish eggs and larvae of plankton- impact on fish recruitment and fisheries.

Adaptive anticipatory action: Monitor/surveillance of changes in currents/oceanography ",5,,,,,
1106,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Changed ocean currents and temperature stratification impacting on the dispersal/survival of fish eggs and larvae of plankton- impact on fish recruitment and fisheries. 

Adaptive anticipatory action: Fund Research into mechanisms and early life stages, and thereby develop better predictive modelling. ",5,,,,,
1107,GC & RH,UK,CC,MPA's,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Changed ocean currents and temperature stratification impacting on the dispersal/survival of fish eggs and larvae of plankton- impact on fish recruitment and fisheries. 

Adaptive anticipatory action: Establish MPAs to protect bloodstock (nursery and spawning areas). ",5,,,,,
1108,GC & RH,UK,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor- Changed ocean currents and temperature stratification impacting on the dispersal/survival of fish eggs and larvae of plankton- impact on fish recruitment and fisheries.

Adaptive anticipatory action: Set lower exploitation limits/quotas if suspect the stock is vulnerable (reduce other stressors)",4,,,,,
1109,GC & RH,UK,CC,Dynamic Ocean Management ,,,,1,,2,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-Changes in storm frequency, wave height and wind strength causing increased insurance costs for shipping, fishing and offshore development. 

Adaptive anticipatory action: Improved weather forecasting real time availability for ship safety and ship route planning",5,,,,,
1110,GC & RH,UK,CC,Research,,,,1,,2,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-Changes in storm frequency, wave height and wind strength causing increased insurance costs for shipping, fishing and offshore development. 

Adaptive anticipatory action: Improved climate projections- long term ship planning",4,,,,,
1111,GC & RH,UK,CC,Insurance,,,,1,,2,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-Changes in storm frequency, wave height and wind strength causing increased insurance costs for shipping, fishing and offshore development. 

Adaptive anticipatory action: Improved seasonal forecasts- insurance premiums at annual timescale, allow the companies to make well informed assessment of risks",5,,,,,
1112,GC & RH,UK,CC,Enforcement,,,,1,,2,,,,,Y,N,x,,,,x,,,,,,,,,,,,x,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-Changes in storm frequency, wave height and wind strength causing increased insurance costs for shipping, fishing and offshore development. 

Adaptive anticipatory action: regulation to ensure insurance availability",3,,,,,
1113,GC & RH,UK,CC,Enforcement,,,,1,,2,,,,,Y,N,x,,,x,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-Changes in storm frequency, wave height and wind strength causing increased insurance costs for shipping, fishing and offshore development. 

Adaptive anticipatory action: IMO conventions would be directly relevant here",4,,,,,
1114,GC & RH,UK,CC,International agreements,,,,,,1,,,,,N,N,x,,,x,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-International climate change will change the availability of fish products to import/export. 

Adaptive anticipatory action: sustainable stock management - internationally managed",3,,,,,
1115,GC & RH,UK,CC,International agreements,,,,,,1,,,,,N,N,x,,,x,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-International climate change will change the availability of fish products to import/export. 

Adaptive anticipatory action: regulation of food markets - international trade freedoms",5,,,,,
1116,GC & RH,UK,CC,International agreements,,,,,,1,,,,,N,N,x,,,x,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor-International climate change will change the availability of fish products to import/export. 

Adaptive anticipatory action:negogiate sustainable international agreements (e.g., with Greenland)",5,,,,,
1117,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries. 

Adaptive anticipatory action: Fund research into multispecies interactions and quantify vulnerability of key species ",4,,,,,
1118,GC & RH,UK,CC,MPA's,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries. 

Adaptive anticipatory action: Introduce MPA's to protect particular ecosystems ",5,,,,,
1119,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries. 

Adaptive anticipatory action: Monitoring and surveillance of changes in productivity (plankton, fish stocks, benthos)",5,,,,,
1120,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries. 

Adaptive anticipatory action: Detailed modelling and projections of carbon cycling for links to secondary production",5,,,,,
1121,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries. 

Adaptive anticipatory action: set lower exploitation limits/quotas if suspect the stock is vulnerable ",5,,,,,
1122,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries.

 Adaptive anticipatory action: multispecies management of sustainable yields to incorporate environmental effects ",5,,,,,
1123,GC & RH,UK,CC,Review program/regulations,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,,x,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and stratification will be risk/impact on carbon flows to the pelagic and benthic ecosystem supporting the UK seas productivity, thereby impacting on food webs and fisheries.

Adaptive anticipatory action: redefine conservation objectives if it becomes untenable for a species to persist",4,,,,,
1124,GC & RH,UK,CC,International agreements,,,,,1,,,,,,N,N,x,,,x,,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets.

Adaptive anticipatory action: Update of international fishing agreements (straddling stocks)",5,,,,,
1125,GC & RH,UK,CC,Review program/regulations,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets.

 Adaptive anticipatory action: Adapt and review Habitats Directive Act",4,,,,,
1126,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets. 

Adaptive anticipatory action: Better projections using research and modelling forecasts.",5,,,,,
1127,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets.

Adaptive anticipatory action: Research into biology and physiology of diadromous fish to provide better understanding of mechanisms.",5,,,,,
1128,GC & RH,UK,CC,Reductions in other stressors,,,,,1,,,,,,N,N,x,,,,x,,x,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets. 

Adaptive anticipatory action: Adapt the EA River regulations- reduce other pressures on threatened populations. ",5,,,,,
1129,GC & RH,UK,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature and changed river flows impacting on diadromous species (e.g., eel and salmon) and conservation targets. 

Adaptive anticipatory action: River hardware design improved/adapted/changed to cope with climate change. Areas that are not currently important may become important as fish adapt",4,,,,,
1130,GC & RH,UK,CC,Enforcement,,2,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature causing changes in plankton and fish distribution, impact on seabird and marine mammal breeding. 

Adaptive anticipatory action: set lower exploitation limits/quotas if suspect the stock is vulnerable ",5,,,,,
1131,GC & RH,UK,CC,Restoration,,2,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature causing changes in plankton and fish distribution, impact on seabird and marine mammal breeding. 

Adaptive anticipatory action: fisheries management areas to protect prey resources for seabirds",4,,,,,
1132,GC & RH,UK,CC,Research,,2,,,1,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature causing changes in plankton and fish distribution, impact on seabird and marine mammal breeding. 

Adaptive anticipatory action: research into the reliance of seabirds on fish- mechanistic understanding of linkages",5,,,,,
1133,GC & RH,UK,CC,Reductions in other stressors,,2,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature causing changes in plankton and fish distribution, impact on seabird and marine mammal breeding. 

Adaptive anticipatory action: regulation of ecotourism operations to ensure sustainability. ",4,,,,,
1134,GC & RH,UK,CC,Reductions in other stressors,,2,,,1,,,,,,N,N,x,,,,x,x,x,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature causing changes in plankton and fish distribution, impact on seabird and marine mammal breeding. 

Adaptive anticipatory action: reduce other pressures on threatened populations",5,,,,,
1135,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: conduct egg and larval surveillance in the environment ",5,,,,,
1136,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: surveillance and monitoring of pH and temperature of shelf seas around the UK",5,,,,,
1137,GC & RH,UK,CC,Restoration,,,1,,,,,,,,N,N,x,,,,x,x,x,,,,,,,,,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries.

 Adaptive anticipatory action: protect remaining nursery/ spawning areas.",4,,,,,
1138,GC & RH,UK,CC,Enforcement,,,1,,,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: set lower exploitation limits and quotas if the suspect stock is vulnerable.",5,,,,,
